20057,Launtel,Sydney,2020-06-04T23:32:09.461376Z,1.0114354937553816,7.259,45779247.414116785,15105129.700640326,,175.37.52.171
20057,Launtel,Sydney,2020-06-04T23:33:31.191591Z,1.0114354937553816,6.916,47783390.75836557,13850386.169514522,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:34:52.942588Z,1.0114354937553816,7.94,46844234.394061014,18006934.40177922,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:36:14.796590Z,1.0114354937553816,7.321,47387974.022366665,14845346.60744939,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:37:39.151169Z,1.0114354937553816,7.097,47621022.39002036,17556380.572959397,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:39:00.798275Z,1.0114354937553816,6.54,47245722.06809512,17919682.030642092,,175.37.52.171
5666,Exetel,Sydney,2020-06-04T23:40:22.642889Z,1.0114354937553816,8.2,47201419.96912391,14664506.572580678,,175.37.52.171
5666,Exetel,Sydney,2020-06-04T23:41:44.637509Z,1.0114354937553816,6.872,47118029.49829493,15605902.322986402,,175.37.52.171
2629,Telstra,Sydney,2020-06-04T23:43:06.336074Z,1.0114354937553816,6.787,47082709.312964715,13930916.96001242,,175.37.52.171
20057,Launtel,Sydney,2020-06-04T23:44:28.461072Z,1.0114354937553816,6.539,46827538.041541435,13851274.072933631,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:45:50.318965Z,1.0114354937553816,5.731,46638615.517192245,14178166.716885846,,175.37.52.171
20057,Launtel,Sydney,2020-06-04T23:47:14.544512Z,1.0114354937553816,6.965,47076017.65477288,14615691.43090997,,175.37.52.171
2629,Telstra,Sydney,2020-06-04T23:48:36.263512Z,1.0114354937553816,6.122,45961312.14322251,14460426.43985573,,175.37.52.171
2629,Telstra,Sydney,2020-06-04T23:49:57.892523Z,1.0114354937553816,6.709,46425957.036245055,14730981.240997983,,175.37.52.171
2629,Telstra,Sydney,2020-06-04T23:51:19.647523Z,1.0114354937553816,5.854,46037375.529392205,13869129.96298471,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:52:41.760591Z,1.0114354937553816,5.921,46766056.252401076,15506723.428482005,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:54:04.902649Z,1.0114354937553816,6.574,47094755.82549425,17505729.78769688,,175.37.52.171
5666,Exetel,Sydney,2020-06-04T23:55:26.843627Z,1.0114354937553816,6.783,46655862.13137839,15452168.212278644,,175.37.52.171
2629,Telstra,Sydney,2020-06-04T23:56:48.606371Z,1.0114354937553816,9.328,46919937.40155449,10643188.839648115,,175.37.52.171
2629,Telstra,Sydney,2020-06-04T23:58:13.063556Z,1.0114354937553816,7.65,46995519.86360386,14026525.683584936,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-04T23:59:34.675789Z,1.0114354937553816,9.888,46872697.391453214,17468540.241928197,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:00:56.753493Z,1.0114354937553816,8.8,45855365.022481926,14662808.391406411,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:02:18.699416Z,1.0114354937553816,10.07,46458081.01617144,17309058.733099718,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:03:40.681454Z,1.0114354937553816,7.802,46417203.22415925,14189041.990206372,,175.37.52.171
5666,Exetel,Sydney,2020-06-05T00:05:02.709394Z,1.0114354937553816,8.094,47451523.71161808,11563448.341747686,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:06:28.223078Z,1.0114354937553816,9.336,47328392.618430115,14030267.710057754,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:07:50.749109Z,1.0114354937553816,9.021,47576894.54913003,12899508.090333233,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:09:12.906730Z,1.0114354937553816,10.428,47262447.13581544,13143129.983507793,,175.37.52.171
5666,Exetel,Sydney,2020-06-05T00:10:34.878417Z,1.0114354937553816,8.455,47313291.802919224,14984251.684494715,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:11:57.006061Z,1.0114354937553816,10.544,47552515.878929846,16261251.103238458,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:13:19.533355Z,1.0114354937553816,9.555,46012915.829386376,12018134.187544968,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:14:42.853973Z,1.0114354937553816,9.979,46437913.50957085,14031474.941798383,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:16:04.746722Z,1.0114354937553816,8.291,47579571.08501122,11394090.036780264,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:17:28.400834Z,1.0114354937553816,7.969,47236355.0219645,14531379.14721963,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:18:50.230425Z,1.0114354937553816,6.315,47432365.27946417,16523872.93134073,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:20:12.376979Z,1.0114354937553816,7.012,47243727.035670415,13805737.77237989,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:21:34.420092Z,1.0114354937553816,8.021,47806591.938088246,12178315.478357185,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:22:59.556400Z,1.0114354937553816,8.148,47711882.04615677,13220294.999876928,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:24:21.379373Z,1.0114354937553816,9.449,36607550.87747413,18297228.068908185,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:25:43.472888Z,1.0114354937553816,6.088,47709911.00110275,14553770.11840196,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:27:05.160615Z,1.0114354937553816,9.598,46793196.19328166,10671077.650573503,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:28:29.825065Z,1.0114354937553816,5.97,47665492.589780055,17985931.61822233,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:29:52.012382Z,1.0114354937553816,8.53,47801911.63202201,17434201.45180982,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:30:16.628374Z,1.0114354937553816,8.483,47336034.53194054,18494994.381147943,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:31:14.317197Z,1.0114354937553816,8.565,47073858.84472838,16700490.784961486,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:31:38.433384Z,1.0114354937553816,6.293,45395466.21361023,13982558.170830566,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:32:37.210783Z,1.0114354937553816,7.788,47426321.144654416,18507310.517413165,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:33:00.310437Z,1.0114354937553816,8.413,47414982.336321354,13918937.46938953,,175.37.52.171
5666,Exetel,Sydney,2020-06-05T00:33:59.218250Z,1.0114354937553816,9.036,47031432.90592429,14533145.46576538,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:34:22.000852Z,1.0114354937553816,9.822,46473993.947428875,13631197.72984034,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:35:21.031867Z,1.0114354937553816,6.567,46910772.02964888,13016499.586015169,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:35:44.042883Z,1.0114354937553816,13.035,47158185.35841284,13555880.835094115,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:36:42.952706Z,1.0114354937553816,9.998,47448107.04976772,14948399.518926946,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:37:06.270873Z,1.0114354937553816,6.739,46545308.23120389,8993663.479294587,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:38:04.750910Z,1.0114354937553816,7.88,46934077.10022025,13044412.37203175,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:38:32.355528Z,1.0114354937553816,7.675,46727807.2663984,13266147.359739065,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:39:26.522794Z,1.0114354937553816,8.157,47208485.17312747,12395377.900455192,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:39:54.032854Z,1.0114354937553816,5.934,46183779.72263525,15039610.194576887,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:40:48.254054Z,1.0114354937553816,6.101,45822207.19356467,16880315.4059249,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:41:15.966479Z,1.0114354937553816,10.849,45687648.044477694,17060729.91705432,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:42:10.397722Z,1.0114354937553816,9.251,45773549.60515537,13443523.164813373,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:42:38.095385Z,1.0114354937553816,8.294,45990041.46298038,13642854.647704694,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:43:32.419988Z,1.0114354937553816,8.417,45850823.60342499,10155575.655309517,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:43:59.891014Z,1.0114354937553816,8.353,45608314.887700185,15409350.724367728,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:44:58.663050Z,1.0114354937553816,8.071,45670878.20559352,17693283.221360918,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:46:20.658734Z,1.0114354937553816,5.908,46080434.87971602,11826566.535550084,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:47:45.346358Z,1.0114354937553816,6.572,39744622.38987503,13888540.60259426,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:47:49.078358Z,1.0114354937553816,9.403,37128845.84193483,12430949.397513645,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:49:07.461578Z,1.0114354937553816,6.941,32289967.195015166,15275620.055594563,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:50:16.051801Z,1.0114354937553816,8.318,44370079.399928235,11258843.443280365,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T00:50:29.381623Z,1.0114354937553816,11.204,45853508.46819972,14754192.11906986,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:51:52.172009Z,1.0114354937553816,8.668,45880329.53176856,13510466.95668744,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:53:14.557699Z,1.0114354937553816,5.104,46955827.44237248,17856681.29798067,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T00:54:36.668058Z,1.0114354937553816,8.79,47363465.15913817,13224498.45599632,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:55:59.243339Z,1.0114354937553816,6.882,47293931.11751074,17251857.40273506,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:57:21.732168Z,1.0114354937553816,10.684,47264389.0271576,18032660.60979597,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T00:58:43.843832Z,1.0114354937553816,7.707,44356691.35726538,18086697.21729274,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T01:00:06.089677Z,1.0114354937553816,6.513,43048636.50296609,14437099.218236087,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T01:00:38.893677Z,1.0114354937553816,8.808,45605310.275877155,12546788.8270159,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T01:01:28.226117Z,1.0114354937553816,6.687,41748572.0685874,16599629.719299207,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T01:02:50.685673Z,1.0114354937553816,8.586,44338264.44312672,14185258.932361435,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T01:04:12.903958Z,1.0114354937553816,7.737,46211604.12715618,17311189.707380284,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T01:05:35.287708Z,1.0114354937553816,6.645,45972922.19197714,14178030.482314201,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-05T01:06:57.626878Z,1.0114354937553816,10.324,44217424.96700348,13813243.644909129,,175.37.52.171
2629,Telstra,Sydney,2020-06-05T01:08:21.690612Z,1.0114354937553816,10.226,41792900.08336974,14589471.017982986,,175.37.52.171
20057,Launtel,Sydney,2020-06-05T01:09:43.970216Z,1.0114354937553816,8.033,45538927.65330543,14321008.999338895,,175.37.52.171
